humidity,temperature,windSpeed,weatherDescription,pressure,windDirection,crimeRate
1,1,1,1,1,1,1
crimeRate
65.33333333333333,288.88416666666666,2.9166666666666665,6,1022.2083333333334,224.875,2
73.54166666666667,287.44973046879164,5.666666666666667,5,1009.0416666666666,163.79166666666666,2
63.625,282.40875,3.4166666666666665,6,1019.1666666666666,286.25,2
63.958333333333336,277.54321790679165,4.458333333333333,1,1012.9166666666666,319.9166666666667,1
81.75,292.6917496056667,2.75,8,1023.125,158.375,3
53.875,277.38359418199997,6.5,1,1014.2916666666666,285.875,2
67.16666666666667,280.80969722225,2.5833333333333335,4,1033.625,128.91666666666666,2
48.5,284.84781614691667,2.9166666666666665,6,1023.4166666666666,217.5,2
50.083333333333336,285.1047180932083,6.5,1,1010.0,302.75,2
69.625,273.7604166666667,6.416666666666667,5,1005.375,262.5,2
73.79166666666667,285.0991666666667,2.5,4,1018.5833333333334,118.29166666666667,2
57.25,284.84208333333333,3.5,6,1024.125,233.54166666666666,2
80.54166666666667,275.58607852254164,2.875,10,1026.4166666666667,65.20833333333333,1
47.75,287.4216666666667,5.875,2,1003.375,283.3333333333333,2
74.83333333333333,283.077387442375,3.25,8,1014.9583333333334,279.25,2
77.75,282.5064997205416,2.1666666666666665,1,1014.0833333333334,200.33333333333334,3
60.166666666666664,280.76130452858337,1.7083333333333333,2,1019.4166666666666,235.33333333333334,2
81.91666666666667,283.2710260115,2.5,1,1034.5416666666667,225.5,2
59.041666666666664,277.6366666666667,3.4583333333333335,6,1024.875,304.5,1
59.583333333333336,278.10718194912505,3.0416666666666665,4,1026.9166666666667,217.04166666666666,1
