humidity,temperature,windSpeed,weatherDescription,pressure,windDirection,crimeRate
1,1,1,1,1,1,1
crimeRate
60.083333333333336,282.68259816875,4.666666666666667,1,1016.625,218.375,1
70.08333333333333,276.0796600871667,4.208333333333333,2,1017.375,304.0416666666667,2
94.54166666666667,280.293611179625,3.7083333333333335,3,1020.9583333333334,59.75,1
48.541666666666664,275.735648013125,7.083333333333333,1,1015.7916666666666,275.75,1
48.791666666666664,286.7191666666667,3.8333333333333335,2,1009.5,277.1666666666667,3
65.625,284.64074163262495,3.1666666666666665,4,1028.4583333333333,94.58333333333333,1
65.04166666666667,271.60857071712496,1.4583333333333333,1,1027.5416666666667,205.66666666666666,4
70.33333333333333,285.6429166666667,1.875,5,1026.25,148.75,1
75.83333333333333,292.1753826849583,5.666666666666667,1,1003.4166666666666,205.375,2
55.291666666666664,274.476332782625,2.875,6,1026.5,265.125,2
73.08333333333333,285.5625,2.375,6,1016.25,231.95833333333334,2
66.29166666666667,285.61583333333334,3.0416666666666665,2,1014.2916666666666,295.75,3
71.04166666666667,287.26375,3.7083333333333335,4,1019.125,238.70833333333334,2
44.166666666666664,276.12613218812504,4.125,1,1029.7916666666667,261.9166666666667,1
74.33333333333333,277.9602429905,2.7083333333333335,6,1026.0416666666667,252.79166666666666,4
64.25,285.9591666666667,3.8333333333333335,6,1015.125,268.3333333333333,3
66.25,282.2297260585833,3.7083333333333335,1,1014.2916666666666,223.91666666666666,1
83.41666666666667,290.612331413125,3.5833333333333335,3,1013.5,171.625,1
85.0,283.7694490349583,3.2083333333333335,5,1018.4583333333334,172.33333333333334,1
55.75,287.69393694083334,4.75,4,1012.75,241.625,2
84.08333333333333,284.84728122975,5.0,4,1010.0416666666666,233.70833333333334,2
58.291666666666664,275.4105718775417,5.125,1,1016.7083333333334,306.2083333333333,2
85.875,283.83034162354164,1.7083333333333333,5,1015.375,120.0,1
68.0,289.0629166666667,4.375,2,1003.2083333333334,227.91666666666666,3
71.20833333333333,288.23625,2.875,5,1012.2083333333334,241.29166666666666,2
71.16666666666667,289.0525,2.9583333333333335,4,1005.9583333333334,275.4583333333333,2
72.125,276.74030793475,1.2083333333333333,4,1020.7916666666666,324.1666666666667,4
87.75,287.025874114875,1.2916666666666667,5,1020.8333333333334,207.79166666666666,4
41.125,281.138198280375,6.708333333333333,2,1014.8333333333334,279.4583333333333,1
66.29166666666667,274.065,4.375,1,1013.4583333333334,272.2916666666667,2
74.29166666666667,268.25919937225,2.0833333333333335,6,1029.25,270.9583333333333,4
49.791666666666664,271.9600061327083,3.5,6,1031.75,237.70833333333334,2
56.625,289.135,2.4166666666666665,6,1024.375,226.20833333333334,2
70.41666666666667,279.02656720475005,3.4166666666666665,4,1023.8333333333334,75.91666666666667,1
58.458333333333336,273.107803519375,2.9166666666666665,7,1025.3333333333333,298.4583333333333,2
70.20833333333333,272.63086180808335,3.0833333333333335,4,1024.0833333333333,257.0416666666667,2
78.91666666666667,293.78958333333327,4.791666666666667,5,1007.5833333333334,180.83333333333334,3
66.33333333333333,277.1041666666667,2.7083333333333335,6,1030.0416666666667,296.7916666666667,1
74.16666666666667,285.07765343666665,3.25,4,1021.7083333333334,62.5,2
67.70833333333333,290.1716666666667,4.0,5,1005.7083333333334,230.83333333333334,3
55.416666666666664,279.1934508600834,3.2083333333333335,6,1019.6666666666666,254.125,2
85.91666666666667,275.12919049920833,2.7916666666666665,4,1014.9583333333334,312.3333333333333,4
97.41666666666667,281.196107266,2.0,8,1015.4166666666666,66.75,4
70.25,283.48291666666665,1.875,2,1023.5,130.33333333333334,2
60.458333333333336,287.6466666666667,2.625,6,1017.0,214.79166666666666,2
65.125,286.115,5.041666666666667,1,1008.7083333333334,318.75,3
78.58333333333333,276.72565605949995,5.458333333333333,5,1004.2083333333334,301.5416666666667,1
53.291666666666664,279.93925750079165,3.9583333333333335,6,1025.0416666666667,254.95833333333334,1
87.04166666666667,285.83080654025,5.791666666666667,5,1012.125,75.0,2
79.625,276.6508333333333,1.5833333333333333,5,1018.3333333333334,79.5,1
49.625,287.74708333333336,3.8333333333333335,3,1021.8333333333334,245.625,2
76.41666666666667,284.8852900849167,2.625,4,1017.2083333333334,202.33333333333334,1
82.70833333333333,280.3005914595,2.75,4,1018.7083333333334,248.54166666666666,5
66.54166666666667,286.115,1.7916666666666667,1,1012.9166666666666,130.45833333333334,2
65.58333333333333,282.81333333333333,3.125,3,1028.125,116.95833333333333,1
53.666666666666664,276.90433442066666,1.9583333333333333,2,1038.2083333333333,126.91666666666667,2
72.20833333333333,285.14220814745835,1.7916666666666667,1,1019.2083333333334,194.95833333333334,3
79.45833333333333,295.29041666666666,3.25,4,1017.0416666666666,147.08333333333334,3
81.16666666666667,289.5833333333333,2.625,5,1002.8333333333334,214.04166666666666,2
62.75,286.9156846737083,4.5,2,1017.6666666666666,276.1666666666667,3
84.04166666666667,287.05520460095835,2.0416666666666665,1,1013.5,191.5,2
47.791666666666664,285.8896769729167,1.9583333333333333,2,1018.8333333333334,253.66666666666666,3
64.125,273.7228835541667,1.875,4,1027.9583333333333,202.91666666666666,1
55.833333333333336,281.092431341625,3.5416666666666665,6,1031.375,75.45833333333333,2
71.0,288.37208333333336,2.75,6,1010.5416666666666,224.83333333333334,1
68.25,288.62320631016667,6.041666666666667,9,1000.75,252.75,2
60.083333333333336,278.96354498666665,4.5,3,1025.2916666666667,206.75,1
45.625,277.4274672672083,6.333333333333333,7,1016.7916666666666,325.6666666666667,1
52.791666666666664,285.37757539616666,4.875,7,1011.5,274.7916666666667,2
55.333333333333336,285.9348527685,7.458333333333333,1,1003.9166666666666,255.20833333333334,2
81.79166666666667,277.46810696566666,1.5833333333333333,6,1031.3333333333333,233.5,1
92.66666666666667,284.2498013309167,1.7916666666666667,8,1019.875,116.08333333333333,1
60.375,270.56543030666666,1.625,1,1027.7083333333333,213.29166666666666,1
73.875,280.74875000000003,2.9583333333333335,6,1025.9583333333333,110.29166666666667,2
59.166666666666664,275.00833971158335,7.5,2,1008.75,269.2083333333333,2
79.125,273.3980696798333,2.625,4,1026.0,250.0,4
67.16666666666667,273.06669872062497,4.083333333333333,2,1021.5833333333334,301.5416666666667,2
78.54166666666667,286.0244415365,4.208333333333333,5,1024.8333333333333,92.16666666666667,1
57.458333333333336,286.030006281625,2.0833333333333335,1,1016.3333333333334,214.0,3
86.83333333333333,278.5963778852083,1.9166666666666667,3,1018.7083333333334,239.41666666666666,4
83.20833333333333,284.3225,6.208333333333333,5,1006.625,235.0,2
60.833333333333336,275.9816666666666,5.375,5,1015.1666666666666,318.75,2
82.45833333333333,285.93991544245836,2.125,4,1015.0833333333334,84.83333333333333,1
61.125,280.29749999999996,3.3333333333333335,1,1015.7083333333334,153.75,3
71.58333333333333,277.848450102875,4.041666666666667,4,1018.8333333333334,205.66666666666666,1
54.708333333333336,274.2434594860417,4.875,1,1017.125,227.625,2
73.83333333333333,279.2940921555,1.9166666666666667,7,1041.9583333333333,96.45833333333333,4
52.291666666666664,281.0095833333333,3.3333333333333335,1,1017.8333333333334,251.41666666666666,2
82.125,288.0405577235,4.208333333333333,4,1024.2083333333333,137.83333333333334,2
42.958333333333336,272.7159519887917,5.666666666666667,7,1022.9583333333334,284.0833333333333,2
88.91666666666667,277.663849956875,1.6666666666666667,8,1023.4583333333334,92.45833333333333,4
71.875,281.31498862108333,1.9583333333333333,6,1032.625,73.75,2
74.375,285.066043978,2.5833333333333335,1,1022.75,212.70833333333334,2
74.54166666666667,284.202380661625,2.0,1,1015.5416666666666,201.20833333333334,2
81.33333333333333,285.4551852027083,2.4166666666666665,4,1011.4166666666666,131.33333333333334,2
51.708333333333336,278.9172897159167,3.5416666666666665,2,1023.9583333333334,154.95833333333334,2
75.375,283.2671853066667,1.625,1,1020.0416666666666,84.04166666666667,2
49.125,285.71041666666673,4.291666666666667,1,1013.625,276.6666666666667,2
63.458333333333336,280.8711411629167,2.6666666666666665,6,1021.7916666666666,203.54166666666666,3
67.16666666666667,276.202791789125,4.833333333333333,1,1029.5833333333333,25.791666666666668,1
85.29166666666667,276.2624280617917,5.083333333333333,5,1022.7083333333334,108.41666666666667,4
81.66666666666667,280.98890484279167,3.375,5,1010.7916666666666,210.66666666666666,2
64.75,277.1909032980417,2.0833333333333335,6,1017.1666666666666,262.0,2
68.70833333333333,278.4526536416667,2.6666666666666665,4,1023.0833333333334,197.29166666666666,2
75.375,282.66614911466667,3.6666666666666665,1,1006.4166666666666,254.33333333333334,2
45.416666666666664,269.30265810145835,6.125,6,1023.0833333333334,251.08333333333334,1
43.458333333333336,280.472470136,3.1666666666666665,1,1023.625,211.95833333333334,1
85.375,278.3660892744583,2.0833333333333335,4,1013.625,134.875,1
74.33333333333333,286.6318390287083,1.3333333333333333,1,1020.5833333333334,183.45833333333334,2
73.375,284.6049094882083,5.583333333333333,8,1004.9166666666666,252.125,4
